DOJ Extended,Duration to accept offer,Notice period,Offered band,Percent difference CTC,Joining Bonus,Candidate relocate actual,Candidate Source,Rex in Yrs,LOB,Status
0,22,30,1,3.57,0,0,0,2,4,0
0,50,30,1,8.75,0,0,0,3,4,0
1,38,45,2,0.0,0,0,0,6,3,0
0,37,60,1,12.5,0,0,0,4,4,1
1,126,30,1,6.41,0,0,0,3,4,1
0,0,90,1,9.31,0,0,1,6,4,0
1,12,60,2,4.0,0,0,1,8,4,1
0,13,30,2,0.0,0,0,1,10,4,0
1,15,30,2,0.0,0,0,1,5,7,0
1,18,30,1,0.0,0,0,1,1,7,0
0,1,60,1,12.31,0,0,0,6,2,0
1,69,90,1,28.41,0,0,0,3,4,1
0,0,30,1,3.57,0,0,0,3,4,0
1,2,30,1,8.75,0,0,1,3,4,0
1,45,30,1,20.83,0,0,1,4,1,0
0,1,90,1,17.78,0,0,0,4,1,1
0,4,30,1,0.0,0,0,0,4,1,0
0,1,30,2,3.76,0,0,1,5,7,0
0,1,30,1,10.83,0,0,1,1,7,0
0,129,30,1,8.0,0,0,1,2,7,1
0,124,60,1,0.0,0,0,1,6,2,1
0,6,60,1,28.57,0,0,0,4,1,1
0,1,90,2,0.0,0,0,1,6,4,0
1,48,60,1,0.0,0,1,0,4,6,0
1,96,90,3,225.0,0,0,2,10,7,0
0,1,60,2,5.55,0,0,1,6,7,0
1,1,30,2,0.0,0,0,2,7,1,0
0,37,30,3,0.0,0,0,1,5,7,0
0,0,30,2,9.09,0,0,1,4,7,0
0,1,30,2,7.5,0,0,1,4,7,0
0,3,60,1,8.8,0,0,1,4,4,1
1,26,30,1,63.5,0,0,1,1,0,0
0,14,30,2,0.0,0,0,1,5,4,0
0,53,60,3,5.0,0,0,2,7,7,0
0,1,60,1,32.45,0,0,1,3,7,0
0,15,30,1,2.18,0,0,0,4,4,1
0,0,90,2,9.09,0,0,1,6,0,0
1,18,60,1,0.0,0,0,0,5,4,0
0,4,30,2,8.3,0,0,1,6,7,1
1,18,30,2,45.1,0,0,0,6,4,0
1,32,30,1,0.0,0,0,1,2,4,0
0,31,60,2,0.0,0,0,1,4,7,0
1,84,90,1,30.31,0,0,1,3,1,1
1,27,90,1,23.26,0,0,2,5,4,0
0,6,0,1,22.92,0,0,1,2,4,1
1,3,45,1,42.68,0,0,1,3,4,0
0,1,30,1,28.12,0,0,1,2,4,0
1,54,60,2,9.43,0,0,1,6,4,0
0,5,90,2,3.84,0,0,0,8,4,0
1,57,45,1,17.39,0,0,0,4,1,0
1,54,60,1,0.0,0,0,1,3,0,1
0,21,30,1,0.0,0,0,0,3,1,1
0,2,30,1,12.5,0,0,1,4,7,0
0,0,30,1,5.56,0,0,0,3,1,0
0,40,60,1,41.66,0,0,0,3,1,1
1,15,30,1,10.0,0,0,0,4,1,0
1,85,60,3,25.0,0,0,0,9,5,0
0,37,30,1,10.86,0,0,1,3,1,0
1,16,30,1,5.56,0,0,0,4,1,0
0,37,30,2,0.0,0,1,1,2,7,0
0,37,30,1,0.0,0,0,0,5,1,0
1,55,30,1,20.0,0,0,0,4,1,0
0,7,30,1,4.34,0,0,0,2,4,0
0,3,60,2,0.0,0,0,0,5,7,0
1,31,30,1,3.45,0,0,0,2,4,0
0,1,30,2,9.45,0,0,1,5,7,1
1,13,90,2,13.52,0,0,1,7,1,0
0,1,60,1,8.33,0,0,1,1,2,0
0,12,30,1,12.5,0,0,1,5,4,0
1,41,90,2,0.0,0,0,1,7,5,0
0,1,60,2,0.0,0,0,1,6,7,0
1,1,60,2,60.0,0,0,1,7,7,0
1,21,60,2,0.0,0,0,1,12,7,0
1,43,60,1,13.2,0,0,0,6,1,1
0,31,30,2,19.75,0,0,0,8,1,0
0,4,30,2,17.9,0,0,0,8,1,1
0,29,30,1,12.2,0,0,1,6,1,0
0,81,90,2,13.14,0,0,1,8,1,1
1,8,30,1,0.0,0,0,0,3,6,0
0,9,30,2,10.0,0,0,1,8,1,0
0,4,30,2,10.73,0,0,0,7,1,1
1,26,30,2,11.36,0,0,0,4,3,1
1,19,30,1,18.75,0,0,0,4,1,0
1,59,60,1,25.47,0,0,0,3,1,0
0,35,60,2,33.69,0,0,0,2,7,0
1,65,45,1,11.23,0,0,0,3,1,1
1,86,60,1,25.0,0,0,0,3,1,0
1,72,60,2,15.71,0,0,0,6,1,0
1,25,30,1,20.0,0,0,0,3,1,0
0,41,30,1,5.88,0,0,0,3,1,1
1,26,30,1,7.69,0,0,0,3,1,0
0,4,60,2,22.22,0,0,1,8,7,0
0,5,60,2,6.66,0,0,0,7,1,1
0,3,30,1,2.63,0,0,0,4,4,0
0,4,30,1,0.0,0,0,1,3,5,0
1,27,30,1,21.88,0,0,0,4,1,0
1,68,60,1,40.22,0,0,0,3,1,0
1,21,60,3,137.5,0,0,2,6,7,0
0,4,30,1,0.0,0,0,1,3,5,0
0,10,90,2,13.07,0,0,1,8,1,1
0,8,30,1,0.0,0,0,0,3,4,0
1,37,30,1,6.9,0,0,2,4,4,0
1,13,60,2,3.13,0,0,0,6,1,0
1,77,45,2,52.15,0,0,0,9,1,0
0,3,30,2,11.43,0,0,1,3,7,0
1,7,30,2,8.34,0,0,0,7,3,0
0,6,30,2,0.0,0,0,1,4,7,0
0,116,30,1,17.64,0,0,0,5,1,1
1,17,30,1,0.0,0,0,1,3,7,0
0,0,30,2,10.58,0,0,1,3,7,0
0,33,60,1,62.5,0,0,1,1,4,0
0,6,30,1,0.0,0,0,1,4,7,0
0,3,30,1,0.0,0,0,1,2,7,0
0,1,90,1,10.64,0,0,0,5,2,0
1,103,90,1,12.09,0,0,0,4,4,0
1,64,45,2,38.36,0,0,1,6,4,0
1,3,30,1,24.04,0,0,1,3,7,0
0,0,30,2,7.04,0,0,1,4,7,0
0,1,45,1,0.0,0,0,1,1,7,0
0,1,30,1,0.0,0,0,1,3,7,0
1,16,30,1,0.0,0,0,1,3,0,0
0,7,30,1,14.42,0,0,1,1,7,0
0,3,30,2,0.0,0,0,0,4,7,0
1,7,30,1,23.11,0,0,1,1,7,0
1,0,0,1,5.56,0,0,1,1,7,0
0,0,0,1,5.56,0,0,1,1,7,0
0,0,0,1,5.56,0,0,1,1,7,0
1,1,0,1,10.0,0,0,1,1,7,0
0,7,60,2,0.0,0,0,1,7,5,1
1,16,90,2,16.22,0,0,2,8,4,0
0,31,30,1,22.22,0,0,1,3,0,0
1,7,30,1,15.74,0,0,2,1,7,0
0,43,60,1,0.0,0,0,1,2,4,1
1,124,60,2,28.94,0,0,1,7,4,1
1,0,30,1,0.0,0,0,0,2,7,1
1,2,30,2,18.75,0,0,0,6,7,0
1,12,60,2,0.0,0,0,1,6,4,0
0,3,60,1,23.37,0,0,1,3,4,0
0,1,30,1,15.0,0,0,1,8,4,0
0,0,30,2,19.23,0,0,1,4,7,0
1,5,30,1,0.0,0,0,0,1,4,0
0,40,45,1,26.67,0,0,0,6,4,0
1,33,30,1,3.57,0,0,0,14,4,0
0,64,60,1,18.52,0,0,1,4,4,0
0,5,30,1,32.61,0,0,1,3,4,1
1,4,30,1,13.15,0,0,1,2,4,0
0,30,60,2,0.0,0,0,1,6,5,0
1,45,30,1,0.0,0,0,1,4,5,0
1,1,30,2,11.11,0,0,1,5,5,0
1,5,30,2,8.33,0,0,1,6,5,0
0,0,45,1,9.75,0,0,1,4,5,0
1,33,45,1,12.5,0,0,1,3,4,0
1,29,30,1,6.72,0,0,2,1,7,0
1,2,60,2,25.0,0,0,0,4,7,0
0,0,30,1,15.62,0,0,1,1,4,0
0,13,60,1,10.87,0,0,0,4,1,0
1,16,30,1,20.41,0,0,1,1,4,0
1,24,30,2,11.76,0,0,0,6,3,0
1,72,30,2,13.27,0,0,0,8,1,1
1,8,30,1,8.93,0,0,1,9,4,1
1,36,60,3,1.82,0,0,0,12,5,0
0,20,30,1,30.09,0,0,1,3,4,0
1,75,60,1,1.37,0,0,1,4,4,0
0,1,30,2,0.0,0,0,0,7,7,0
0,2,30,2,0.0,0,0,1,3,7,0
1,28,60,1,0.0,0,0,0,3,4,0
1,6,30,2,1.34,0,0,1,6,4,0
1,61,60,2,0.0,0,0,1,6,4,0
1,0,30,2,0.0,0,0,0,5,4,0
0,61,60,2,0.0,0,0,0,9,4,0
1,35,60,2,10.0,0,0,1,6,4,0
1,25,30,2,7.29,0,0,1,8,4,1
0,5,30,1,0.0,0,0,1,3,4,0
0,23,60,1,22.73,1,0,0,3,4,1
0,23,60,1,0.83,0,0,0,4,4,1
0,19,60,1,25.0,0,0,0,3,4,0
1,84,45,1,45.46,0,0,0,3,4,1
0,4,60,1,50.0,0,0,0,3,4,1
0,3,30,1,31.36,0,0,1,0,4,0
1,1,90,2,0.0,0,0,1,3,7,0
0,0,30,2,17.86,0,0,1,6,7,0
0,6,30,2,7.35,0,0,2,14,4,1
0,10,30,2,0.0,0,0,0,9,4,0
0,0,30,1,26.04,0,0,1,1,4,0
0,0,60,2,1.66,0,0,0,6,7,0
1,25,30,1,0.0,0,0,2,3,1,0
0,2,90,2,12.5,0,0,1,8,1,0
1,23,90,2,0.0,0,0,0,8,4,1
1,22,30,1,12.5,0,0,0,3,4,0
1,36,30,1,0.0,0,0,0,3,4,0
0,0,30,2,6.56,0,0,0,6,7,0
0,23,90,2,25.0,0,0,0,8,4,1
1,20,30,1,45.0,0,0,1,2,4,0
0,1,30,2,22.0,0,0,1,4,7,0
0,104,90,1,0.0,0,0,0,4,6,0
0,7,90,1,12.5,0,0,0,3,1,1
0,0,60,2,17.5,0,0,1,3,7,0
0,0,30,2,14.28,0,0,1,3,7,0
0,0,30,2,100.0,0,0,0,4,7,0
1,69,60,2,0.0,0,0,0,6,7,0
1,0,30,1,41.67,0,0,0,3,4,0
1,28,30,1,11.11,0,0,0,4,1,0
1,1,60,2,10.0,0,0,0,5,7,0
0,2,30,2,0.0,0,0,0,8,1,1
0,35,90,1,0.0,0,0,0,3,1,1
1,4,30,1,0.0,0,0,0,5,1,0
1,59,90,3,15.68,0,0,1,6,7,0
1,0,30,1,0.0,0,0,0,4,1,0
1,77,45,2,10.81,0,0,0,9,4,0
0,3,75,2,6.22,0,0,0,6,1,0
1,11,30,1,0.0,0,0,0,4,1,0
0,4,30,1,33.06,0,0,1,3,4,0
0,41,60,1,25.64,0,0,0,3,1,0
0,7,30,1,0.0,0,0,1,2,2,1
0,7,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
1,40,90,1,0.0,0,0,1,3,4,0
0,1,30,2,0.0,0,0,1,4,7,0
1,1,60,1,14.88,0,0,2,3,1,0
1,58,60,1,0.0,0,0,0,6,1,0
1,92,60,1,12.1,0,0,2,3,1,0
0,72,90,2,0.0,0,0,0,6,6,0
1,74,90,2,0.0,0,0,2,13,1,0
1,97,90,2,15.19,0,0,1,9,1,0
0,1,30,1,0.0,0,0,2,3,1,0
0,44,45,3,3.84,0,0,0,8,7,0
1,6,90,2,0.0,0,0,1,6,3,1
0,22,60,2,9.16,0,0,0,7,7,0
0,1,30,2,12.5,0,0,0,3,7,0
0,0,30,2,2.17,0,0,0,6,7,0
1,13,30,1,0.0,0,0,1,2,4,0
0,1,30,1,0.0,0,0,1,3,7,0
1,5,45,2,7.5,0,0,0,5,7,0
0,181,30,1,0.06,0,0,1,2,7,1
1,0,30,2,20.0,0,0,1,3,7,1
1,41,30,1,0.0,0,0,1,2,2,0
0,4,30,0,0.0,0,0,1,0,7,1
1,34,30,2,0.0,0,0,2,2,7,0
0,1,30,2,15.0,0,0,1,4,7,0
0,6,30,2,6.51,0,0,1,5,7,0
0,1,30,1,0.0,0,0,1,5,1,0
1,2,30,1,0.0,0,0,0,4,1,0
0,90,60,1,9.47,0,0,1,3,1,1
1,17,30,2,40.0,0,0,0,6,7,1
1,53,60,2,10.71,0,0,0,3,7,0
1,5,30,2,6.21,0,0,1,8,3,0
0,3,30,1,28.0,0,0,1,2,7,0
1,4,60,2,0.0,0,0,0,6,7,0
1,5,30,2,6.17,0,0,2,6,3,0
0,2,30,1,10.81,0,0,0,8,4,0
1,36,30,2,19.05,0,0,0,7,5,1
0,46,60,2,0.0,0,0,1,9,1,0
0,0,30,2,5.55,0,0,2,9,4,0
0,1,30,1,0.0,0,0,1,3,5,0
1,1,0,1,23.14,0,0,1,1,4,0
0,33,30,1,0.0,0,0,0,3,1,0
0,3,30,1,8.14,0,0,0,3,4,0
0,2,30,2,10.47,0,0,1,10,4,0
1,63,60,2,0.0,0,0,2,6,5,0
1,5,30,3,0.0,0,0,1,10,3,0
1,0,30,2,0.0,0,0,2,8,1,0
0,0,30,1,55.0,0,0,2,3,7,0
0,4,30,1,0.0,0,0,1,3,5,0
0,3,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,123,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,0
0,4,30,0,0.0,0,0,1,0,7,1
0,4,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,0,60,3,0.0,0,0,0,5,7,0
0,0,30,2,0.0,0,0,0,7,7,0
1,69,60,2,18.18,0,0,1,6,7,0
0,0,30,3,7.67,0,0,1,10,4,0
0,3,30,1,0.0,0,0,1,1,7,1
1,4,60,3,6.54,0,0,1,10,3,1
0,60,60,2,15.0,0,0,0,6,2,0
1,16,30,1,0.0,0,0,1,1,7,0
0,0,30,1,8.57,0,0,1,3,1,0
0,2,30,1,0.0,0,0,2,4,1,0
0,17,30,1,25.0,0,0,1,2,4,0
1,29,30,1,0.0,0,0,1,3,3,0
1,39,30,1,23.07,0,0,1,2,4,0
1,61,60,2,0.0,0,0,2,7,5,0
1,30,30,1,0.0,0,0,1,4,4,0
0,0,30,1,26.4,0,0,1,1,7,0
0,2,30,1,15.0,0,0,0,1,7,0
0,0,90,3,12.5,0,0,1,7,7,0
0,1,45,2,20.21,0,0,1,6,7,0
0,0,30,1,0.0,0,0,0,2,7,0
1,104,30,2,8.81,0,0,1,5,3,1
1,18,30,1,19.24,0,0,1,3,7,0
0,58,60,2,28.02,0,0,0,4,7,0
0,21,30,1,11.43,0,0,1,3,1,0
0,34,30,1,3.16,0,0,1,4,1,0
1,4,30,1,50.0,0,0,1,2,4,0
0,3,30,2,0.0,0,0,1,2,7,0
1,2,30,1,0.0,0,0,1,3,5,0
1,129,90,1,0.0,0,0,1,4,2,0
1,10,60,3,42.86,0,0,1,13,4,0
0,6,30,2,88.9,0,0,2,3,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,3,30,1,19.11,0,0,1,6,4,0
1,6,90,1,0.0,0,1,1,2,2,0
0,6,30,3,0.0,0,0,1,8,7,0
1,5,60,2,15.0,0,0,1,6,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,10,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,1
0,3,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,3,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,1
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
0,2,30,0,0.0,0,0,1,0,7,0
1,42,30,2,16.13,0,0,1,5,7,0
1,11,60,1,0.0,0,0,1,4,0,0
0,1,30,1,0.0,0,0,1,5,5,0
1,34,30,1,11.54,0,0,1,7,7,0
0,1,30,1,13.89,0,0,1,1,7,0
1,0,30,1,6.66,0,0,1,4,7,0
0,3,30,2,14.92,0,0,2,7,2,0
1,33,30,1,3.57,0,0,1,4,7,0
1,30,30,2,17.85,0,0,1,13,4,0
0,1,30,0,0.0,0,0,1,0,7,1
0,1,30,0,0.0,0,0,1,0,7,1
0,6,30,0,0.0,0,0,1,0,7,0
0,6,30,0,0.0,0,0,1,0,7,0
0,1,30,0,0.0,0,0,1,0,7,1
0,1,30,0,0.0,0,0,1,0,7,1
0,0,30,0,0.0,0,0,1,0,7,0
0,1,30,0,0.0,0,0,1,0,7,1
0,6,30,0,0.0,0,0,1,0,7,0
0,1,30,0,0.0,0,0,1,0,7,0
0,1,30,0,0.0,0,0,1,0,7,1
0,6,30,0,0.0,0,0,1,0,7,0
0,6,30,0,0.0,0,0,1,0,7,0
0,1,30,0,0.0,0,0,1,0,7,0
1,9,30,2,16.66,0,0,1,3,1,0
0,3,30,1,27.5,0,0,1,1,7,0
1,1,30,2,0.0,0,0,1,6,7,0
1,1,90,1,0.0,0,0,1,4,2,0
1,2,30,2,0.0,0,0,2,3,7,0
0,2,30,1,10.28,0,0,0,5,4,0
1,105,90,1,0.0,0,0,1,3,2,0
1,2,30,1,0.0,0,0,2,1,7,0
0,6,30,1,0.0,0,0,1,2,2,1
0,0,30,0,0.0,0,0,1,0,7,0
0,1,30,0,0.0,0,0,1,0,7,0
0,6,30,0,0.0,0,0,1,0,7,0
0,1,30,0,0.0,0,0,1,0,7,1
1,20,30,1,0.0,0,0,1,2,7,0
1,46,30,2,1.11,0,0,2,6,1,0
1,0,30,1,38.89,0,0,1,1,7,0
0,3,45,2,15.24,0,0,0,7,4,0
0,2,30,0,0.0,0,0,1,0,7,0
1,31,30,2,42.31,0,0,1,4,7,0
1,5,90,1,1.24,0,0,2,3,4,1
0,1,60,2,6.33,0,0,0,7,1,0
1,74,60,1,11.43,0,0,0,3,1,0
1,20,30,1,21.63,0,0,0,3,1,0
0,1,30,1,15.63,0,0,0,3,1,0
0,27,30,1,0.0,0,0,1,4,1,1
1,6,60,1,13.58,0,0,0,6,4,0
0,6,30,2,9.09,0,0,1,6,4,1
0,0,30,2,32.39,0,0,1,4,7,0
1,5,60,1,13.64,0,0,0,2,7,0
1,10,90,1,9.38,0,0,1,4,5,1
1,25,30,1,0.0,0,0,1,4,3,0
0,0,30,2,0.0,0,0,1,2,7,0
0,1,90,2,0.0,0,0,1,3,7,0
0,2,30,2,45.87,0,0,2,8,4,0
1,49,60,2,5.48,0,0,0,4,7,0
1,34,60,2,18.75,0,0,2,7,4,1
0,0,30,2,5.27,0,0,1,7,7,0
1,29,90,1,20.65,0,0,2,4,1,1
0,8,30,2,0.0,0,0,1,2,7,0
0,45,30,1,22.72,0,0,0,2,7,1
0,0,30,2,14.28,0,0,0,5,7,0
1,0,30,1,12.0,0,0,0,2,7,0
1,1,45,1,6.72,0,0,1,2,7,0
1,25,45,2,5.0,0,0,0,10,4,1
1,0,90,2,33.33,0,0,0,3,7,1
1,8,30,1,19.53,0,0,0,1,7,1
1,2,30,1,26.45,0,0,0,2,7,0
1,43,30,1,11.76,0,0,1,3,4,0
1,54,60,1,2.24,0,0,1,2,7,0
0,1,30,1,0.0,0,0,1,4,1,0
0,5,60,1,6.66,0,0,0,1,7,0
1,62,60,1,14.29,0,0,1,3,1,1
0,0,30,1,6.4,0,0,0,1,7,0
1,86,60,2,7.91,0,0,1,6,7,1
1,39,30,1,0.0,0,0,1,4,5,0
0,0,30,1,17.86,0,0,0,1,7,0
0,116,90,1,0.0,0,0,1,5,1,1
0,91,90,2,0.0,0,0,1,6,5,0
0,0,30,1,0.0,0,0,1,4,5,0
0,1,30,1,15.0,0,0,0,2,7,0
1,68,30,1,0.0,0,0,1,3,5,0
1,29,30,1,0.0,0,0,2,4,2,0
1,99,60,1,10.72,0,0,1,5,4,1
1,8,60,1,0.0,0,0,0,4,2,0
0,0,60,3,7.03,0,0,0,10,0,0
1,94,60,1,0.0,0,0,1,3,5,0
0,0,30,0,0.0,0,0,1,0,7,0
0,1,30,1,4.58,0,0,1,4,5,0
0,5,30,0,0.0,0,0,1,0,7,0
0,121,30,0,0.0,0,0,1,0,7,1
0,121,30,0,0.0,0,0,1,0,7,1
0,18,60,1,0.0,0,0,1,3,5,1
1,72,60,1,28.33,0,0,1,6,5,0
1,65,30,1,0.0,0,0,0,3,4,0
1,37,30,1,0.0,0,0,1,4,5,0
0,0,30,3,0.0,0,0,1,11,7,0
0,0,60,2,3.14,0,0,2,7,7,1
0,1,60,3,0.0,0,0,2,9,7,0
0,60,60,1,30.77,0,0,1,4,5,0
1,5,30,1,14.49,0,0,1,7,5,0
0,2,60,2,10.0,0,0,1,7,5,1
1,31,60,1,5.0,0,0,1,4,5,0
1,14,30,1,0.0,0,0,1,3,5,1
1,43,30,2,20.0,0,0,1,7,3,0
1,3,30,1,0.0,0,0,1,4,3,0
1,29,45,1,0.0,0,0,1,3,5,0
1,26,30,1,18.18,0,0,0,4,0,1
0,29,30,1,0.0,0,0,1,3,1,0
1,57,30,2,0.0,0,0,1,3,7,0
1,2,30,1,0.0,0,0,0,3,1,0
1,94,90,1,14.28,0,0,1,3,5,0
1,8,30,1,12.96,0,0,1,4,0,0
1,34,30,1,0.0,0,0,0,4,1,0
1,35,30,2,8.33,0,0,0,8,5,0
1,6,30,1,0.0,0,0,1,4,0,0
1,43,30,1,0.0,0,0,0,5,1,1
0,7,45,1,16.58,0,0,1,3,5,1
1,21,60,1,0.0,0,0,1,3,1,1
1,3,30,1,13.79,0,0,0,3,4,1
1,3,30,1,0.0,0,0,1,1,7,0
0,6,90,2,5.88,0,0,0,6,1,1
0,24,30,2,10.64,0,0,0,7,1,0
0,16,30,1,10.0,0,0,0,4,1,0
0,0,90,2,0.0,0,0,2,5,7,0
1,30,30,1,9.62,0,0,0,6,1,0
0,1,30,2,19.57,0,0,1,7,2,0
1,93,60,2,6.53,0,0,0,6,1,0
0,3,30,1,16.67,0,0,0,3,1,0
0,6,30,1,11.57,0,0,0,4,1,0
0,2,30,1,8.77,0,0,0,3,1,0
0,15,30,2,3.42,0,0,0,6,1,1
1,43,30,1,16.13,0,0,0,3,1,0
0,1,30,1,50.0,0,0,0,3,1,0
0,68,60,2,6.55,0,0,0,8,1,0
0,29,30,1,6.95,0,0,0,3,1,0
0,2,60,1,0.0,0,0,1,3,5,1
1,91,90,1,16.13,0,0,0,4,1,0
1,4,30,1,15.0,0,0,0,6,1,0
1,5,30,1,23.12,0,0,1,2,2,0
0,6,30,1,10.0,0,0,0,3,1,0
1,20,30,1,4.92,0,0,1,5,4,0
1,63,60,1,11.91,0,0,0,4,1,0
1,4,60,1,21.28,0,0,0,4,1,1
0,2,30,1,30.0,0,0,0,4,1,1
0,1,60,1,12.72,0,0,0,4,1,1
1,40,30,1,16.66,0,0,0,4,1,0
1,4,45,1,25.0,0,0,0,4,4,0
0,2,60,1,30.0,0,0,0,5,4,0
0,119,30,0,0.0,0,0,1,0,7,1
0,119,30,0,0.0,0,0,2,0,7,1
0,2,30,0,0.0,0,0,1,0,7,0
0,102,30,1,14.88,0,0,0,3,1,1
0,27,30,1,12.5,0,0,0,4,1,0
1,55,30,1,21.43,0,0,0,3,1,0
1,33,30,1,11.91,0,0,0,4,1,0
0,4,60,1,12.5,0,0,0,3,1,1
0,4,30,2,8.76,0,0,0,8,1,1
0,0,60,1,0.0,0,0,0,4,1,0
0,18,30,1,12.56,0,0,1,1,7,0
0,5,30,1,5.55,0,0,1,1,7,0
0,3,30,2,0.0,0,0,1,6,7,0
0,64,45,2,0.0,0,0,2,5,1,0
0,61,60,2,9.1,0,0,1,7,3,1
1,15,30,2,6.47,0,0,2,6,1,0
0,32,30,1,18.87,0,0,2,3,5,0
0,1,30,1,4.76,0,0,1,3,1,0
0,0,90,1,0.0,0,0,0,3,1,1
